,exp,data type,label,time,data
453,UMSTBG1d,behavior,whisk,45.3,0.026050583
454,UMSTBG1d,behavior,whisk,45.4,0.018146811
455,UMSTBG1d,behavior,whisk,45.5,0.026360482
456,UMSTBG1d,behavior,whisk,45.6,0.030499786
457,UMSTBG1d,behavior,whisk,45.7,0.078169733
458,UMSTBG1d,behavior,whisk,45.8,0.555250943
459,UMSTBG1d,behavior,whisk,45.9,0.151728705
460,UMSTBG1d,behavior,whisk,46,0.092283942
461,UMSTBG1d,behavior,whisk,46.1,0.056291986
462,UMSTBG1d,behavior,whisk,46.2,0.061790749
463,UMSTBG1d,behavior,whisk,46.3,0.091947205
464,UMSTBG1d,behavior,whisk,46.4,0.059110355
465,UMSTBG1d,behavior,whisk,46.5,0.061619759
466,UMSTBG1d,behavior,whisk,46.6,0.05733877
467,UMSTBG1d,behavior,whisk,46.7,0.049745161
468,UMSTBG1d,behavior,whisk,46.8,0.055105407
469,UMSTBG1d,behavior,whisk,46.9,0.036918014
470,UMSTBG1d,behavior,whisk,47,0.028699683
471,UMSTBG1d,behavior,whisk,47.1,0.041266914
472,UMSTBG1d,behavior,whisk,47.2,0.063052975
473,UMSTBG1d,behavior,whisk,47.3,0.04256092
474,UMSTBG1d,behavior,whisk,47.4,0.01931899
475,UMSTBG1d,behavior,whisk,47.5,0.031712268
476,UMSTBG1d,behavior,whisk,47.6,0.027661502
477,UMSTBG1d,behavior,whisk,47.7,0.051173944
478,UMSTBG1d,behavior,whisk,47.8,0.04947722
479,UMSTBG1d,behavior,whisk,47.9,0.049359962
480,UMSTBG1d,behavior,whisk,48,0.049997289
481,UMSTBG1d,behavior,whisk,48.1,0.058861781
